,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
10119,Shot Chart Detail,0021400741,25,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,55,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,23,1,0,20150204,GSW,DAL
10120,Shot Chart Detail,0021400741,31,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,72,195,1,1,20150204,GSW,DAL
10121,Shot Chart Detail,0021400741,69,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,7,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,31,1,1,20150204,GSW,DAL
10122,Shot Chart Detail,0021400741,148,202691,Klay Thompson,1610612744,Golden State Warriors,2,8,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,22,1,1,20150204,GSW,DAL
10123,Shot Chart Detail,0021400741,160,202691,Klay Thompson,1610612744,Golden State Warriors,2,7,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-46,255,1,0,20150204,GSW,DAL
10124,Shot Chart Detail,0021400741,207,202691,Klay Thompson,1610612744,Golden State Warriors,2,3,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,6,1,1,20150204,GSW,DAL
10125,Shot Chart Detail,0021400741,225,202691,Klay Thompson,1610612744,Golden State Warriors,2,1,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,95,238,1,1,20150204,GSW,DAL
10126,Shot Chart Detail,0021400741,240,202691,Klay Thompson,1610612744,Golden State Warriors,3,11,1,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,39,1,0,20150204,GSW,DAL
10127,Shot Chart Detail,0021400741,243,202691,Klay Thompson,1610612744,Golden State Warriors,3,10,31,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,226,69,1,1,20150204,GSW,DAL
10128,Shot Chart Detail,0021400741,258,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,236,1,1,20150204,GSW,DAL
10129,Shot Chart Detail,0021400741,265,202691,Klay Thompson,1610612744,Golden State Warriors,3,8,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,17,257,1,0,20150204,GSW,DAL
10130,Shot Chart Detail,0021400741,289,202691,Klay Thompson,1610612744,Golden State Warriors,3,6,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,152,211,1,0,20150204,GSW,DAL
10131,Shot Chart Detail,0021400741,494,202691,Klay Thompson,1610612744,Golden State Warriors,4,4,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,17,1,0,20150204,GSW,DAL
10132,Shot Chart Detail,0021400741,501,202691,Klay Thompson,1610612744,Golden State Warriors,4,2,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-163,176,1,0,20150204,GSW,DAL
10133,Shot Chart Detail,0021400741,544,202691,Klay Thompson,1610612744,Golden State Warriors,4,0,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,166,217,1,0,20150204,GSW,DAL
10134,Shot Chart Detail,0021400749,3,202691,Klay Thompson,1610612744,Golden State Warriors,1,11,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,154,132,1,1,20150206,ATL,GSW
10135,Shot Chart Detail,0021400749,7,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,53,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,34,22,1,0,20150206,ATL,GSW
10136,Shot Chart Detail,0021400749,18,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,42,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,6,1,1,20150206,ATL,GSW
10137,Shot Chart Detail,0021400749,34,202691,Klay Thompson,1610612744,Golden State Warriors,1,7,31,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,19,1,1,20150206,ATL,GSW
10138,Shot Chart Detail,0021400749,161,202691,Klay Thompson,1610612744,Golden State Warriors,2,8,11,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,23,47,1,1,20150206,ATL,GSW
10139,Shot Chart Detail,0021400749,166,202691,Klay Thompson,1610612744,Golden State Warriors,2,7,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-183,175,1,0,20150206,ATL,GSW
10140,Shot Chart Detail,0021400749,185,202691,Klay Thompson,1610612744,Golden State Warriors,2,6,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,1,1,0,20150206,ATL,GSW
10141,Shot Chart Detail,0021400749,210,202691,Klay Thompson,1610612744,Golden State Warriors,2,4,32,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-13,108,1,1,20150206,ATL,GSW
10142,Shot Chart Detail,0021400749,238,202691,Klay Thompson,1610612744,Golden State Warriors,2,1,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,184,34,1,0,20150206,ATL,GSW
10143,Shot Chart Detail,0021400749,293,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,58,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,37,1,0,20150206,ATL,GSW
10144,Shot Chart Detail,0021400749,336,202691,Klay Thompson,1610612744,Golden State Warriors,3,6,56,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,236,69,1,1,20150206,ATL,GSW
10145,Shot Chart Detail,0021400749,354,202691,Klay Thompson,1610612744,Golden State Warriors,3,5,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,190,168,1,1,20150206,ATL,GSW
10146,Shot Chart Detail,0021400749,362,202691,Klay Thompson,1610612744,Golden State Warriors,3,5,3,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,4,121,1,1,20150206,ATL,GSW
10147,Shot Chart Detail,0021400749,445,202691,Klay Thompson,1610612744,Golden State Warriors,4,10,4,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,149,192,1,1,20150206,ATL,GSW
10148,Shot Chart Detail,0021400749,448,202691,Klay Thompson,1610612744,Golden State Warriors,4,9,35,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,4,1,0,20150206,ATL,GSW
10149,Shot Chart Detail,0021400749,458,202691,Klay Thompson,1610612744,Golden State Warriors,4,8,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,170,78,1,0,20150206,ATL,GSW
10150,Shot Chart Detail,0021400749,489,202691,Klay Thompson,1610612744,Golden State Warriors,4,6,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,173,183,1,0,20150206,ATL,GSW
10151,Shot Chart Detail,0021400749,540,202691,Klay Thompson,1610612744,Golden State Warriors,4,2,24,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,37,1,1,20150206,ATL,GSW
10152,Shot Chart Detail,0021400749,572,202691,Klay Thompson,1610612744,Golden State Warriors,4,0,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,3,1,1,20150206,ATL,GSW
10153,Shot Chart Detail,0021400749,589,202691,Klay Thompson,1610612744,Golden State Warriors,4,0,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,21,249,1,0,20150206,ATL,GSW
10154,Shot Chart Detail,0021400760,10,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,124,135,1,0,20150207,NYK,GSW
10155,Shot Chart Detail,0021400760,19,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,23,127,194,1,0,20150207,NYK,GSW
10156,Shot Chart Detail,0021400760,43,202691,Klay Thompson,1610612744,Golden State Warriors,1,6,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,4,1,0,20150207,NYK,GSW
10157,Shot Chart Detail,0021400760,65,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,0,1,0,20150207,NYK,GSW
10158,Shot Chart Detail,0021400760,75,202691,Klay Thompson,1610612744,Golden State Warriors,1,4,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,48,247,1,1,20150207,NYK,GSW
10159,Shot Chart Detail,0021400760,87,202691,Klay Thompson,1610612744,Golden State Warriors,1,2,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,12,1,0,20150207,NYK,GSW
10160,Shot Chart Detail,0021400760,111,202691,Klay Thompson,1610612744,Golden State Warriors,1,0,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,118,227,1,0,20150207,NYK,GSW
10161,Shot Chart Detail,0021400760,241,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-16,26,1,0,20150207,NYK,GSW
10162,Shot Chart Detail,0021400760,326,202691,Klay Thompson,1610612744,Golden State Warriors,3,6,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,9,167,1,0,20150207,NYK,GSW
10163,Shot Chart Detail,0021400760,330,202691,Klay Thompson,1610612744,Golden State Warriors,3,5,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-127,219,1,1,20150207,NYK,GSW
10164,Shot Chart Detail,0021400760,341,202691,Klay Thompson,1610612744,Golden State Warriors,3,4,57,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,4,1,1,20150207,NYK,GSW
10165,Shot Chart Detail,0021400760,344,202691,Klay Thompson,1610612744,Golden State Warriors,3,4,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-130,157,1,0,20150207,NYK,GSW
10166,Shot Chart Detail,0021400760,359,202691,Klay Thompson,1610612744,Golden State Warriors,3,3,27,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,97,52,1,0,20150207,NYK,GSW
10167,Shot Chart Detail,0021400760,364,202691,Klay Thompson,1610612744,Golden State Warriors,3,3,8,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-89,56,1,1,20150207,NYK,GSW
10168,Shot Chart Detail,0021400760,366,202691,Klay Thompson,1610612744,Golden State Warriors,3,2,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-60,96,1,0,20150207,NYK,GSW
10169,Shot Chart Detail,0021400760,373,202691,Klay Thompson,1610612744,Golden State Warriors,3,1,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,25,1,1,20150207,NYK,GSW
10170,Shot Chart Detail,0021400760,379,202691,Klay Thompson,1610612744,Golden State Warriors,3,0,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,48,53,1,0,20150207,NYK,GSW
10171,Shot Chart Detail,0021400760,439,202691,Klay Thompson,1610612744,Golden State Warriors,4,7,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,-8,1,0,20150207,NYK,GSW
10172,Shot Chart Detail,0021400760,446,202691,Klay Thompson,1610612744,Golden State Warriors,4,7,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,143,200,1,0,20150207,NYK,GSW
10173,Shot Chart Detail,0021400760,469,202691,Klay Thompson,1610612744,Golden State Warriors,4,4,57,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,22,1,0,20150207,NYK,GSW
10174,Shot Chart Detail,0021400760,475,202691,Klay Thompson,1610612744,Golden State Warriors,4,4,7,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,242,7,1,0,20150207,NYK,GSW
10175,Shot Chart Detail,0021400760,516,202691,Klay Thompson,1610612744,Golden State Warriors,4,0,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,222,129,1,0,20150207,NYK,GSW
10176,Shot Chart Detail,0021400775,21,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,-3,1,0,20150209,PHI,GSW
10177,Shot Chart Detail,0021400775,25,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-160,214,1,0,20150209,PHI,GSW
10178,Shot Chart Detail,0021400775,42,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,43,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,1,1,1,20150209,PHI,GSW
10179,Shot Chart Detail,0021400775,53,202691,Klay Thompson,1610612744,Golden State Warriors,1,4,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,138,224,1,0,20150209,PHI,GSW
10180,Shot Chart Detail,0021400775,88,202691,Klay Thompson,1610612744,Golden State Warriors,1,2,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,1,1,1,20150209,PHI,GSW
10181,Shot Chart Detail,0021400775,112,202691,Klay Thompson,1610612744,Golden State Warriors,1,0,7,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,77,104,1,0,20150209,PHI,GSW
10182,Shot Chart Detail,0021400775,229,202691,Klay Thompson,1610612744,Golden State Warriors,2,1,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,214,1,0,20150209,PHI,GSW
10183,Shot Chart Detail,0021400775,237,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-199,143,1,0,20150209,PHI,GSW
10184,Shot Chart Detail,0021400775,289,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,160,198,1,0,20150209,PHI,GSW
10185,Shot Chart Detail,0021400775,304,202691,Klay Thompson,1610612744,Golden State Warriors,3,7,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,1,20150209,PHI,GSW
10186,Shot Chart Detail,0021400775,306,202691,Klay Thompson,1610612744,Golden State Warriors,3,7,7,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,0,1,1,20150209,PHI,GSW
10187,Shot Chart Detail,0021400775,344,202691,Klay Thompson,1610612744,Golden State Warriors,3,3,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-90,112,1,0,20150209,PHI,GSW
10188,Shot Chart Detail,0021400775,475,202691,Klay Thompson,1610612744,Golden State Warriors,4,2,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-2,1,0,20150209,PHI,GSW
10189,Shot Chart Detail,0021400775,484,202691,Klay Thompson,1610612744,Golden State Warriors,4,1,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,141,26,1,0,20150209,PHI,GSW
10190,Shot Chart Detail,0021400793,18,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-155,189,1,0,20150211,MIN,GSW
10191,Shot Chart Detail,0021400793,30,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-16,203,1,0,20150211,MIN,GSW
10192,Shot Chart Detail,0021400793,40,202691,Klay Thompson,1610612744,Golden State Warriors,1,7,27,Missed Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,42,37,1,0,20150211,MIN,GSW
10193,Shot Chart Detail,0021400793,50,202691,Klay Thompson,1610612744,Golden State Warriors,1,6,5,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,17,1,0,20150211,MIN,GSW
10194,Shot Chart Detail,0021400793,57,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,28,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,25,1,1,20150211,MIN,GSW
10195,Shot Chart Detail,0021400793,188,202691,Klay Thompson,1610612744,Golden State Warriors,2,5,8,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,53,25,1,1,20150211,MIN,GSW
10196,Shot Chart Detail,0021400793,244,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,1,20150211,MIN,GSW
10197,Shot Chart Detail,0021400793,253,202691,Klay Thompson,1610612744,Golden State Warriors,3,11,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-52,209,1,0,20150211,MIN,GSW
10198,Shot Chart Detail,0021400793,272,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,206,137,1,1,20150211,MIN,GSW
10199,Shot Chart Detail,0021400793,436,202691,Klay Thompson,1610612744,Golden State Warriors,4,5,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,36,244,1,0,20150211,MIN,GSW
10200,Shot Chart Detail,0021400793,450,202691,Klay Thompson,1610612744,Golden State Warriors,4,4,57,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,23,67,1,0,20150211,MIN,GSW
10201,Shot Chart Detail,0021400793,474,202691,Klay Thompson,1610612744,Golden State Warriors,4,2,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,127,63,1,0,20150211,MIN,GSW
10202,Shot Chart Detail,0021400793,483,202691,Klay Thompson,1610612744,Golden State Warriors,4,1,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,133,219,1,1,20150211,MIN,GSW
10203,Shot Chart Detail,0021400793,491,202691,Klay Thompson,1610612744,Golden State Warriors,4,0,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-185,164,1,0,20150211,MIN,GSW
10204,Shot Chart Detail,0021400814,7,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,58,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,167,1,1,20150220,GSW,SAS
10205,Shot Chart Detail,0021400814,18,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,124,156,1,0,20150220,GSW,SAS
10206,Shot Chart Detail,0021400814,42,202691,Klay Thompson,1610612744,Golden State Warriors,1,6,59,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20150220,GSW,SAS
10207,Shot Chart Detail,0021400814,73,202691,Klay Thompson,1610612744,Golden State Warriors,1,4,28,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,41,1,0,20150220,GSW,SAS
10208,Shot Chart Detail,0021400814,162,202691,Klay Thompson,1610612744,Golden State Warriors,2,7,24,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,95,156,1,0,20150220,GSW,SAS
10209,Shot Chart Detail,0021400814,166,202691,Klay Thompson,1610612744,Golden State Warriors,2,6,54,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-70,56,1,1,20150220,GSW,SAS
10210,Shot Chart Detail,0021400814,179,202691,Klay Thompson,1610612744,Golden State Warriors,2,5,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,171,201,1,0,20150220,GSW,SAS
10211,Shot Chart Detail,0021400814,191,202691,Klay Thompson,1610612744,Golden State Warriors,2,4,49,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,17,1,1,20150220,GSW,SAS
10212,Shot Chart Detail,0021400814,205,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,9,1,1,20150220,GSW,SAS
10213,Shot Chart Detail,0021400814,266,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-2,74,1,0,20150220,GSW,SAS
10214,Shot Chart Detail,0021400814,376,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,121,113,1,0,20150220,GSW,SAS
10215,Shot Chart Detail,0021400814,294,202691,Klay Thompson,1610612744,Golden State Warriors,3,7,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-100,246,1,1,20150220,GSW,SAS
10216,Shot Chart Detail,0021400814,410,202691,Klay Thompson,1610612744,Golden State Warriors,4,8,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,100,159,1,0,20150220,GSW,SAS
10217,Shot Chart Detail,0021400814,420,202691,Klay Thompson,1610612744,Golden State Warriors,4,7,1,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-5,1,1,20150220,GSW,SAS
10218,Shot Chart Detail,0021400814,429,202691,Klay Thompson,1610612744,Golden State Warriors,4,5,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,22,211,66,1,0,20150220,GSW,SAS
10219,Shot Chart Detail,0021400814,435,202691,Klay Thompson,1610612744,Golden State Warriors,4,4,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-30,261,1,0,20150220,GSW,SAS
10220,Shot Chart Detail,0021400814,449,202691,Klay Thompson,1610612744,Golden State Warriors,4,3,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-59,269,1,0,20150220,GSW,SAS
10221,Shot Chart Detail,0021400824,23,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,92,157,1,1,20150222,IND,GSW
10222,Shot Chart Detail,0021400824,33,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-136,214,1,1,20150222,IND,GSW
10223,Shot Chart Detail,0021400824,36,202691,Klay Thompson,1610612744,Golden State Warriors,1,7,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,140,231,1,0,20150222,IND,GSW
10224,Shot Chart Detail,0021400824,62,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-40,187,1,1,20150222,IND,GSW
10225,Shot Chart Detail,0021400824,67,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,8,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-142,25,1,1,20150222,IND,GSW
10226,Shot Chart Detail,0021400824,83,202691,Klay Thompson,1610612744,Golden State Warriors,1,3,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,140,230,1,0,20150222,IND,GSW
10227,Shot Chart Detail,0021400824,103,202691,Klay Thompson,1610612744,Golden State Warriors,1,2,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,0,271,1,0,20150222,IND,GSW
10228,Shot Chart Detail,0021400824,112,202691,Klay Thompson,1610612744,Golden State Warriors,1,1,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,0,1,1,20150222,IND,GSW
10229,Shot Chart Detail,0021400824,123,202691,Klay Thompson,1610612744,Golden State Warriors,1,0,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,157,132,1,0,20150222,IND,GSW
10230,Shot Chart Detail,0021400824,173,202691,Klay Thompson,1610612744,Golden State Warriors,2,6,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-5,165,1,0,20150222,IND,GSW
10231,Shot Chart Detail,0021400824,186,202691,Klay Thompson,1610612744,Golden State Warriors,2,5,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-2,1,0,20150222,IND,GSW
